"Include","Confidence","Name","Brand","Model","Category","Description","ImagePath","ImageUrl","SourcePage","ListingType","CallForPrice","Quantity","Status","Published","Featured","DisplayOrder","ExcludeReason"
"YES","100","Hydraulic Concrete mixer mod. Hopper - S360","Lino Sella","S360","Concrete Mixers","Hydraulic mechanisms for easy operating of the drum and of the loading skip | - Scraper connected by low tension plant (optional) | - 4 pneumatic tyres (optional) | - Litre-Conteur | - Hydraulic weighing system | - Charge ramp","images/linosella/hopper s360.jpg","https://billsequipment.mydomain.com/images/linosella/hopper%20s360.jpg","https://billsequipment.mydomain.com/concretemixers.htm | https://billsequipment.mydomain.com/linosella.htm","product","YES","1","active","YES","NO","470",""
"YES","100","Hydraulic Concrete mixer mod. Hopper - S520","Lino Sella","S520","Concrete Mixers","Hydraulic mechanisms for easy operating of the drum and of the loading skip | - Scraper connected by low tension plant (optional) | - 4 pneumatic tyres (optional) | - Litre-Conteur | - Hydraulic weighing system | - Charge ramp","images/linosella/hopper s520.jpg","https://billsequipment.mydomain.com/images/linosella/hopper%20s520.jpg","https://billsequipment.mydomain.com/concretemixers.htm | https://billsequipment.mydomain.com/linosella.htm","product","YES","1","active","YES","NO","480",""
"YES","100","Hydraulic Concrete mixer mod. Hopper - S750","Lino Sella","S750","Concrete Mixers","Hydraulic mechanisms for easy operating of the drum and of the loading skip | - Scraper connected by low tension plant (optional) | - 4 pneumatic tyres (optional) | - Litre-Conteur | - Hydraulic weighing system | - Charge ramp","images/linosella/hopper s750.jpg","https://billsequipment.mydomain.com/images/linosella/hopper%20s750.jpg","https://billsequipment.mydomain.com/concretemixers.htm | https://billsequipment.mydomain.com/linosella.htm","product","YES","1","active","YES","NO","490",""
"YES","100","MC1050","Miller","MC1050","Concrete Mixers","Curbilder™ (Slipform Curb Machine) | Miller’s Slipform Curb & Gutter machine places concrete curbing and sidewalks ranging from 8"" to 48"" wide and 5"" to 18"" tall. With curbing speeds up to 12fpm the is the ideal machine for commercial and residential curbing jobs. | Miller’s modular frame design makes form changes a breeze and minimizes down time. With four available slide mounted hoppers the can straddle forms up to 4' wide or offset to 18"" left or right for placement next to obstacles. These features along with quick clamp vibrator mounts allow set up changes in less than 1 hour. | The hopper is fed by a high capacity conveyor located left or right side for easy access for the concrete mixer and can be quickly removed for cleaning. The hydrostatic drive and vibrators provide the operator complete control over the machine operation to produce a consistent and durable free-standing concrete product. | The front and rear boom-mounted control panels offer a wide selection of operator positions. This allows the operator to move the controls and keep adjustments at the operator’s fingertips from any position around the machine. | The comes pre-wired to accept several automatic control options including laser, string line wand, or slope module grade controls and string line wand type automatic steering. Fully adjustable sensor mounts can be attached on several positions on both sides of the machine to increase set up versatility. With the optional laser grade control system, receiver masts are located at each wheel position and can hold elevation within ±1/8"". | The 's compact size allows it to be easily carried on a standard tandem axle trailer. Collapsible rear wheels allow the machine width to be reduced to 52"" wide. Tie-down and lifting points are conveniently located at each corner.","images/miller/1050.gif","https://billsequipment.mydomain.com/images/miller/1050.gif","https://billsequipment.mydomain.com/miller.htm","product","YES","1","active","YES","NO","500",""
"YES","93","Concrete Mixer (MC-92S-H8","Multiquip","MC-92S-H8","Concrete Mixers","Picture Unavailable | ! | | ) | Multiquip listened to our customers and constructed a concrete mixer that delivers even more than promised. | | We’ve combined the most useful ingredients in the productive MC-92S-H8 9-cubic foot (248 liters) mixer. This unit, fueled by an 8-horsepower Honda engine, mixes concrete with the effectiveness that has served the demanding rental industry and contractors for years. The drum has a generous 21-inch (53 cm.) opening for the simple loading and unloading of material in even the most difficult environments.","","","https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","510",""
"YES","93","Aurora Piston Pump Machines Drywall","Spray Force","","Concrete Mixers","The Aurora Piston Pump series is available in our standard tank sizes, with your choice of a 2"" or 3"" piston pump, and single or dual tanks. With hydraulic technology at your fingertips, dial in your desired pump and mixer speed.","images/sprayforce/aurora.gif","https://billsequipment.mydomain.com/images/sprayforce/aurora.gif","https://billsequipment.mydomain.com/sprayforce.htm","product","YES","1","active","YES","NO","520",""
"YES","93","Hurricane 225 XR-1 and XR-2","Spray Force","","Concrete Mixers","The Hurricane 225XR1 and 225XR2 are medium-sized, hydraulically operated, towable drywall-mixer machines. The XR1 machine features a single tank with one 2L4 Rotor-Stator pump. The XR2 has a dual tank, split 129 and 93 gallons and two 2L4 rotor stator pumps. It also comes with an additional polegun and hose. The pump and mixer can be infinitely controlled over its operating range for superior speed control. This machine is ideal for small to medium sized jobs.","images/sprayforce/hurricane-225.gif","https://billsequipment.mydomain.com/images/sprayforce/hurricane-225.gif","https://billsequipment.mydomain.com/sprayforce.htm","product","YES","1","active","YES","NO","530",""
"YES","100","Concrete Mixer - 125cm Diesel","Stone","B78","Concrete Mixers","Largest Heavy Duty Side Dump | For those jobs that require maximum mixing capacity and high performance. Built to handle heavy loads with an unheard of 1/2 yard capacity. Complete with B78 x 13 (25"" dia.) high speed tires, tapered roller bearings, 56"" wide axle with cantilever springs, 2-3/8"" O.D., 7/32"" thick towpole with safety chain, pintle style hitch, 24"" dia. handwheel, oversized paddles, chain drive and dump lock, spacious cowl for maximum ventilation. | Big 40"" diameter thick steel drum","images/stonemixers/125cm.jpg","https://billsequipment.mydomain.com/images/stonemixers/125cm.jpg","https://billsequipment.mydomain.com/concretemixers.htm | https://billsequipment.mydomain.com/stone.htm","product","YES","1","active","YES","NO","540",""
"YES","100","Concrete Mixer - 95cm Diesel","Stone","B78","Concrete Mixers","Large Heavy Duty Side Dump | A generous 9 cu. ft. capacity for large batches. Complete with B78 x 13 (25"" dia.) high speed tires, tapered roller bearings, 56"" wide axle with cantilever springs, 2-3/8"" O.D., 7/32"" thick towpole with safety chain, pintile style hitch, 24"" dia. handwheel, chain drive and dump lock, spacious cowl for maximum ventilation. | Big 36"" diameter thick steel drum","images/stonemixers/95cm.jpg","https://billsequipment.mydomain.com/images/stonemixers/95cm.jpg","https://billsequipment.mydomain.com/concretemixers.htm | https://billsequipment.mydomain.com/stone.htm","product","YES","1","active","YES","NO","550",""
"YES","100","Mortar Mixer - 855pm Gas","Stone","B78","Concrete Mixers","Deluxe Mid Range | 8 cu. ft., 2-1/2 to 3 bag capacity - HIGH DUMP MIXER | Front post hand clutch. | Extendible axle (34"" to 46""). | High speed B78 x 13 (25"" dia.) turnpike tires. | Rubber blades and safety chain standard.","images/stonemixers/855pm.jpg","https://billsequipment.mydomain.com/images/stonemixers/855pm.jpg","https://billsequipment.mydomain.com/concretemixers.htm | https://billsequipment.mydomain.com/stone.htm","product","YES","1","active","YES","NO","560",""
"YES","100","Concrete Pump (C-30HDN)","Multiquip","C-30HDN","Concrete Pumps","Mayco invented the small-line concrete pump and our pump line features an astounding array of standard and optional features. | | The C-30HDN, after 40 years of production, is still the most popular pump on the market. This mechanical unit pumps up to 25-cubic yards (19-cubic meters) of concrete an hour with the strength of a 46-horsepower Nissan gasoline engine. The C-30HDN is ideal for shotcrete applications of stiff, low slump mixes such as swimming pools, ditch linings, soil stabilization and walls. It pumps a maximum aggregate of 0.5-inch minus (12 mm.) and comes standard with a remote control for easy operation.","images/multiquip/c30hdn.jpg","https://billsequipment.mydomain.com/images/multiquip/c30hdn.jpg","https://billsequipment.mydomain.com/concretepumps.htm | https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","570",""
"YES","100","Mid-Range Concrete Pump (LS-40)","Multiquip","LS-40","Concrete Pumps","Big pump performance. Reasonably priced. | | *Big pump performance. Reasonably priced. | *Variable volume output from 0 to 40+ cubic yards per hour (0 to 35 m³/hr) | *Designed to handle the larger 3/4"", 1"" and up to 1 1/2"" aggregate (38 mm) | *Concrete piston face pressure of 925 psi (64 bar) | *60-HP or 75.5-HP Deutz diesel engines | *Extremely versatile—use for refractory, shotcrete, masonry block fill, slabs, footings, lightweight mixes | *True reverse shuttle tube pumping—for smoother operation | *Full flow, cast steel shuttle-tube for longer life | *Hard-faced wear components for longer life and lower maintenance costs","images/multiquip/ls-40.gif","https://billsequipment.mydomain.com/images/multiquip/ls-40.gif","https://billsequipment.mydomain.com/concretepumps.htm | https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","580",""
"YES","100","The Shindaiwa EC7500","Honda","EC7600","Concrete Saws & Cutting","Features | *Powerful 73.5cc displacement, 4.5 hp (3.6 kW) Shindaiwa-built engine | *High torque transmission reduction system for excellent cutting performance | *Unique sealed recoil starter to keep out abrasive concrete dust | *Sealed multi-staged air filter system | *Engine decompression valve for easy starting | *Easy, convenient drive belt tensioning system with external indicator | *Soft rubber inserts in rear handle for maximum operator comfort | *Full 6-point anti-vibration system | *20/22/25.4 mm collar adaptors included | *Includes abrasive wheel | *12"" (EC7500, and 14"" (EC7600) cut-off saw wheels available | *Designed for lowest possible down time | *Meets all current EPA requirements","images/honda/EC7500.gif","https://billsequipment.mydomain.com/images/honda/EC7500.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","590",""
"YES","100","MVC-90","Multiquip","MVC-90","Concrete Vibrators","The boasts more standard features than any other one-way compactor. | | This one-way plate produces 3,350 (1,520 kg.) of centrifugal force and is fitted with a 19.6 x 22 inch (50 x 56 cm.) plate. The ’s durable steel-enclosed and ribbed base plate eliminates dirt and rock build-up while extending the life of the compactor. The includes an engine oil alarm that shuts the machine down if the oil falls below a safe level, a heavy-duty vibrator assembly, a durable steel water distribution system, reversible shock mounted handle and the choice of Robin or Honda gasoline engines.","images/multiquip/MVC-90H.gif","https://billsequipment.mydomain.com/images/multiquip/MVC-90H.gif","https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","600",""
"YES","93","Oztec Concrete Vibrator","Oztec","","Concrete Vibrators","Electric Motors | Oztec Electric motors are manufactured to exacting specifications to withstand the rough day to day abuses associated with construction sites. Lightweight, compact and fitted with our comfortable adjustable shoulder strap, this one man power unit will speed through the stiffest concrete. Using the Vibrator Selection Chart allows you to combine power units with any of Oztec's steel or rubber vibrator heads for maximum productivity. | All Oztec Power Units (gas and electric) run vibrator heads 11,000 to 12,000 vpm. They never drop below 10,000vpm even in the lowest slump concrete (near 0) when maximum head size specifications are followed. | Oztec power units come standard with the Quick Disconnect ""QD"" system. Changing shafts and heads on the job is a snap. | Job Site Proven | Tough, Rugged, and Durable! Oztec's design has been extensively tested and used on-the-job for over thirty years. The wrap around protective frame and shock absorbers effectively protect Oztec motors from damage even when dropped or thrown from heights of over six feet. | Oztec units meet all United States OSHA and Canadian safety standards.","images/oztec/e_power_chart.gif","https://billsequipment.mydomain.com/images/oztec/e_power_chart.gif","https://billsequipment.mydomain.com/oztec.htm","product","YES","1","active","YES","NO","610",""
"YES","93","Rubber Tips","Oztec","","Concrete Vibrators","Steel Heads | Oztec Vibrator Heads produce the highest amplitude and centrifugal force, generating the largest radius of influence of any heads available. Energy is efficiently transferred from the motor, via the shaft, to the head, which is all eccentric (vibrating the entire head). Whether combined with one of Oztec's electric or gasoline powered motors and choice of flexible shafts…The results are exceptional!…Superior consolidation, increased productivity and a process more forgiving of less than perfect vibrating techniques. The benefits?? Lower cost…Higher earnings…Superior quality concrete!! | Steel Heads - Standard of the industry for use in most applications. | | Special Pencil Head ""For Fill Cell Block"" | Mild Vibration Pencil Head - High frequency, low amplitude. (For fill-cell block use; to prevent blowouts). Call 1-800-533-9055 for technical information. | ¾"" x 12"" (pencil head-mild vibration) | | | | Available for all Steel Heads. are factory installed on steel heads. To order, add RT to the head part number.","images/oztec/steelhead.gif","https://billsequipment.mydomain.com/images/oztec/steelhead.gif","https://billsequipment.mydomain.com/oztec.htm","product","YES","1","active","YES","NO","620",""
"YES","100","A3000 – Features and Benefits","Wacker","HMS","Concrete Vibrators","High frequency and amplitude of the vibrator head on the Head, Motor, Shaft (HMS) System ensures more complete consolidation of concrete. | Standard quick disconnect coupling on motor facilitates shaft exchange. No troublesome threading or stripping. | Integrated quick disconnect couplings on shafts easily connect to all WACKER motors, offering 62 combinations","images/wacker/a3000.jpg","https://billsequipment.mydomain.com/images/wacker/a3000.jpg","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","630",""
"YES","100","M1000 – Features and Benefits","Wacker","HMS","Concrete Vibrators","Lightweight, but rugged unit preferred by operators. | Double insulated and grounded motor improves safety. | Dual air filters extend motor life and allow for easier maintenance. | High frequency and amplitude of the vibrator head on the Head, Motor, Shaft (HMS) System ensures more complete consolidation of concrete. | Motor airflow from rear to front prevents dust buildup that would otherwise cause motor damage. | Standard quick disconnect coupling on motor facilitates shaft exchange. No troublesome threading or stripping. | Quick release brush covers simplifies brush replacements. | Dust and waterproof on-off switch eliminates burnout and damage. | Strain relieved electrical cord inhibits cord pull out, reducing downtime. | Integrated quick disconnect couplings on shafts easily connect to all WACKER motors, offering 62 combinations. | Circuit breaking carbon brushes stop motor when replacement is required. | Standard 60 Hz electrical power.","images/wacker/m1000.jpg","https://billsequipment.mydomain.com/images/wacker/m1000.jpg","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","640",""
"YES","100","M2000 – Features and Benefits","Wacker","HMS","Concrete Vibrators","Lightweight, but rugged unit preferred by operators. | Double insulated and grounded motor improves safety. | Dual air filters extend motor life and allow for easier maintenance. | High frequency and amplitude of the vibrator head on the Head, Motor, Shaft (HMS) System ensures more complete consolidation of concrete. | Motor airflow from rear to front prevents dust buildup that would otherwise cause motor damage. | Standard quick disconnect coupling on motor facilitates shaft exchange. No troublesome threading or stripping. | Quick release brush covers simplifies brush replacements. | Dust and waterproof on-off switch eliminates burnout and damage. | Strain relieved electrical cord inhibits cord pull out, reducing downtime. | Integrated quick disconnect couplings on shafts easily connect to all WACKER motors, offering 62 combinations. | Circuit breaking carbon brushes stop motor when replacement is required. | Standard 60 Hz electrical power.","images/wacker/m2000.jpg","https://billsequipment.mydomain.com/images/wacker/m2000.jpg","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","650",""
"YES","100","M3000 – Features and Benefits","Wacker","HMS","Concrete Vibrators","Lightweight, but rugged unit preferred by operators. | Double insulated and grounded motor improves safety. | Dual air filters extend motor life and allow for easier maintenance. | High frequency and amplitude of the vibrator head on the Head, Motor, Shaft (HMS) System ensures more complete consolidation of concrete. | Motor airflow from rear to front prevents dust buildup that would otherwise cause motor damage. | Standard quick disconnect coupling on motor facilitates shaft exchange. No troublesome threading or stripping. | Quick release brush covers simplifies brush replacements. | Dust and waterproof on-off switch eliminates burnout and damage. | Strain relieved electrical cord inhibits cord pull out, reducing downtime. | Integrated quick disconnect couplings on shafts easily connect to all WACKER motors, offering 62 combinations. | Circuit breaking carbon brushes stop motor when replacement is required. | Standard 60 Hz electrical power.","images/wacker/m3000.jpg","https://billsequipment.mydomain.com/images/wacker/m3000.jpg","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","660",""
"YES","100","AH 231","Honda","WYL-26A","Engines","Articulated Double-Sided Hedge Trimmer | | Features | *Shindaiwa-built premium 2-cycle engine | *Walbro WYL-26A carburetor with primer | *Chrome-plated cylinder | *2-ring piston | *One-piece transistor-controlled ignition system | *Adjusts to 10 different positions through a range of 150º | *Efficient, double-sided cutter | *Silenced air cleaner | *Convenient controls","images/honda/ah230.gif","https://billsequipment.mydomain.com/images/honda/ah230.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","670",""
"YES","100","GX160","Honda","GX160","Engines","A 5.5 HP, OHV horizontal-shaft engine with electronic ignition and Oil Alert® | Applications | Air compressors, Generators, Pumps | Pressure washers, Reel-type lawn mowers, Go-Karts, Agricultural equipment, Chipper/Shredders, Small construction equipment, Concrete saws | Other Models Available","images/honda/GX160.gif","https://billsequipment.mydomain.com/images/honda/GX160.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","680",""
"YES","100","GX240","Honda","GX240","Engines","An 8HP OHV horizontal-shaft engine with electronic ignition and Oil Alert®. | Applications | Cement mixers and trowels, Air compressors, Water pumps, Agricultural equipment, Blowers/vacs, Pressure washers, Generators, Go-Karts, Concrete saws, Chippers/shredders, Plus many other construction applications | Other Models Available","images/honda/GX240.gif","https://billsequipment.mydomain.com/images/honda/GX240.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","690",""
"YES","100","GX340","Honda","GX340","Engines","A 13 HP OHV horizontal-shaft engine with automatic decompression for easy starting. The 13HP is the largest workhorse in our line of industrial engines. | Applications | Lawn tractors, Pressure washers, Go-Karts, Trenchers, Agricultural equipment, Chipper/shredders, Air compressors, Concrete saws, Variety of construction equipment | Other Models Available","images/honda/GX390.gif","https://billsequipment.mydomain.com/images/honda/GX390.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","700",""
"YES","93","Honda Engine","Honda","","Engines","The Shindaiwa 300S | HomePro | Features | *Shindaiwa-built premium 2-cycle engine | *Electronic ignition | *Walbro WYM boot-mounted carburetor | *USFS-approved spark arrestor muffler | *5-point anti-vibration system | *Easy access air filter | *Fully adjustable, automatic chain oiling pump | *Chrome-plated cylinder | *Chain brake | *High-impact glass filled nylon rear handle and recoil housing | *Chain catcher","images/honda/prod_300S.gif","https://billsequipment.mydomain.com/images/honda/prod_300S.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","710",""
"YES","93","Honda Engine","Honda","","Engines","The Shindaiwa 757 | Features | *Shindaiwa-built premium 2-cycle engine | *Fully adjustable and automatic chain oiling pump | *Pressed-in bar studs | *PowerPro Air filter system | *Heavy-duty cooling | *1-piece electronic ignition | *Externally-adjustable, boot-mounted Walbro HDA carburetor | *Full anti-vibration system | *Inertial chain brake | *Chain catcher | *2-ring piston | *Outboard sprocket","images/honda/prod_757.gif","https://billsequipment.mydomain.com/images/honda/prod_757.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","720",""
"YES","93","Honda Engine","Honda","","Engines","The Shindaiwa 488 | Features | *Shindaiwa-built premium 2-cycle engine | *1-piece electronic ignition | *Externally-adjustable, boot-mounted Walbro carburetor | *USFS-approved spark arrestor muffler | *5-point anti-vibration system | *Chain brake | *High-torque engine | *Ultra-high chain speed | *Rubber-coated chain catcher | *Fully adjustable, automatic chain oiling pump | *Hand guards | *Rim-type sprocket","images/honda/prod_488.gif","https://billsequipment.mydomain.com/images/honda/prod_488.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","730",""
"YES","100","T350","Honda","T350","Engines","The Shindaiwa | | Features | * Shindaiwa-built premium 2-cycle engine | *l-piece electronic ignition | *Chrome-plated cylinder | *2-ring piston | *TK slide-valve carburetor for all-position operation and smooth power | *Forced-air cooling, discharged away from operator | *Spark arrestor muffler with replaceable screen | *High-carbon steel mainshaft with splined ends reduces vibration and operator fatigue | *Heavy-duty gear case with helical gears for smooth power transfer | *Easy-access stop switch | *Aircraft-grade aluminum outer tube | *Heavy-duty debris shield","images/honda/prod_T350.gif","https://billsequipment.mydomain.com/images/honda/prod_T350.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","740",""
"YES","93","The Shindaiwa 357","Honda","","Engines","Top Handle | | Features | *Shindaiwa-built premium 2-cycle engine | *USFS-approved muffler and spark arrestor | *Easy-access air filter | *Top-handle balanced design | *Inertial chain brake | *High-torque reed valve design | *2-ring piston | *Turbo port air injection system | *All position operation | *Light weight construction | *Ultra quiet | *Full anti-vibration system","images/honda/357a.gif","https://billsequipment.mydomain.com/images/honda/357a.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","750",""
"YES","93","The Shindaiwa 360","Honda","","Engines","Features | *Shindaiwa-built premium 2-cycle engine | *Electronic ignition | *Externally-adjustable, boot-mounted Walbro WT carburetor | *3-shoe centrifugal clutch | *5-point anti-vibration system | *Aluminium alloy front handlebar | *Chain brake | *Fully adjustable, automatic chain oiling pump | *Chain catcher | *Front and rear hand guards | *2-ring piston | *High-impact nylon rear handles and recoil","images/honda/360a.gif","https://billsequipment.mydomain.com/images/honda/360a.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","760",""
"YES","93","The Shindaiwa 377","Honda","","Engines","Features | *Shindaiwa-built premium 2-cycle engine | *High-torque engine | *1-piece electronic ignition | *Externally-adjustable, boot-mounted Walbro WT carburetor | *4-bolt muffler | *5-point anti-vibration system | *Fully adjustable, automatic chain oiling pump | *Aluminum alloy front handle bar | *Chain brake | *Chain catcher | *Hand guard | *2-bar studs","images/honda/377a.gif","https://billsequipment.mydomain.com/images/honda/377a.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","770",""
"YES","100","The Shindaiwa T231","Honda","T231","Engines","Features | *Shindaiwa-built premium 2-cycle engine | *1-piece electronic ignition | *Chrome-plated cylinder | *Forced-air cooling, discharged away from operator | *Spark arrestor muffler with replaceable screen | *Stainless steel tank guard | *Walbro barrel-valve carburetor for all-position operation and smooth power | *Easy access stop switch | *Automatic centrifugal clutch | *2-ring piston | *Full anti-vibration system | *Carbon steel mainshaft with splined ends reduces vibration and operator fatigue | *Heavy-duty gearcase with helical gears for smooth power transfer | *Aircraft-grade aluminum outer tube | *Heavy-duty debris shield","images/honda/t231.gif","https://billsequipment.mydomain.com/images/honda/t231.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","780",""
"YES","100","The Shindaiwa T261","Honda","T261","Engines","Features | *Shindaiwa-built premium 2-cycle engine | *1-piece electronic ignition | *Chrome-plated cylinder | *Forced-air cooling, discharged away from operator | *Spark arrestor muffler with replaceable screen | *Stainless steel tank guard | *Easy access stop switch | *Automatic centrifugal clutch | *2-ring piston | *Full anti-vibration system | *Carbon steel mainshaft with splined ends reduces vibration and operator fatigue | *Heavy-duty gearcase with helical gears for smooth power transfer | *Aircraft-grade aluminum outer tube | *Heavy-duty debris shield","images/honda/T261.gif","https://billsequipment.mydomain.com/images/honda/T261.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","790",""
"YES","100","The Shindaiwa T272X","Honda","T272X","Engines","The T272X delivers outstanding power for heavy-duty applications. | Features | *Shindaiwa-built premium 2-cycle engine | *1-piece electronic ignition | *Chrome-plated cylinder | *Forced-air cooling, discharged away from operator | *Spark arrestor muffler with replaceable screen | *Walbro barrel-valve carburetor for all-position operation and smooth power | *High-heat resistant Nickel-Boron plated piston | *Automatic centrifugal clutch | *2-ring piston | *Full anti-vibration system | *Carbon steel mainshaft with splined ends reduces vibration and operator fatigue | *Heavy-duty gearcase with helical gears for smooth power transfer | *Easy-access stop switch | *Aircraft-grade aluminum outer tube | *Heavy-duty debris shield","images/honda/T272X-Model-view-A.gif","https://billsequipment.mydomain.com/images/honda/T272X-Model-view-A.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","800",""
"YES","100","Scoot-Crete MB16/21","Miller","MB16/21","Engines","(Stand On Power Buggie) | Since introduced in 1991, Miller MB16 power buggies have become the standard by which all other power buggies are judged.The 2"" thick solid plate steel frame provides unmatched strength and structural integrity, plus greater durability and ideal weight distribution.The lower center of gravity and weight distribution provide excellent traction. | Heavy duty semi-enclosed band brakes are designed to stop the buggy if the engine loses power or if dynamic braking is lost due to hydraulic system failure.These brakes will stop the buggy safely in wet or dry conditions, whether on a level grade or downhill. | The MB16/21 is powered by a Honda engine directly coupled to a fan cooled, variable speed hydrostatic pump.The drive components are protected from concrete buildup by a removable shroud.This shroud is louvered to keep concrete out while providing proper ventilation.The high density poly bucket is impact resistant and designed to withstand the toughest use.All hydraulic hoses are enclosed in raceways for added protection. Handling is simplified with convenient lifting points and frame notch-outs for lifting with a fork truck. | The optional handle mounted dump/return control allows the operator to keep both hands on the handle bar while dumping and returning the bucket. This is particularly useful when placing material while backing up.","images/miller/mb16.gif","https://billsequipment.mydomain.com/images/miller/mb16.gif","https://billsequipment.mydomain.com/miller.htm","product","YES","1","active","YES","NO","810",""
"YES","93","Performance Classes 40 & 60","STIHL","","Engines","Optimum results from your STIHL Cutquik® cutoff machine can only be achieved with a cutting wheel that has been designed to match the machine's engine power. STIHL offers two types of abrasive cutting wheels: composite synthetic resin and abrasive diamond wheels. | STIHL offers laser-welded abrasive diamond wheels for high speed cutting of stone and asphalt. When handled correctly, their service life can be between 200 to 400 times longer than that of a composite wheel, depending on the material to be cut and the techniques employed. | Selecting the correct diamond wheel | Several classes of STIHL diamond wheels are available for cutting various materials. The table shows which wheel is appropriate for specific applications. Characteristics of each are as follows: | Performance Class 10 & 20 | Our most economical diamond wheels, offering high-quality cutting properties. | | | For more demanding tasks, Classes 40 & 60 wheels offer excellent cutting capacity and extended service life. | Performance Class 80 | The top-of-the-line wheels offer a higher concentration and/or quality of diamonds, providing superior cutting characteristics and extremely long life.","images/stihl/diamondwheels.gif","https://billsequipment.mydomain.com/images/stihl/diamondwheels.gif","https://billsequipment.mydomain.com/stihl.htm","product","YES","1","active","YES","NO","820",""
"YES","93","STIHL Engine","STIHL","","Engines","TS 700 STIHL Cutquik® Professional Cut-Off Machine | With a powerful, high-speed engine, it's easy to see why the TS 700 STIHL Cutquik® cut-off machine is one of the most advanced STIHL Cutquik® machines ever produced. Featuring the X2 low maintenance filtration system , you get extended service cutting and airflow with almost 100 percent cleaning efficiency. Not only is this cut-off machine lightweight and well balanced, it also features a five-point dual element vibration control system — the right choice for even the most demanding professionals.","images/stihl/ts700.jpg","https://billsequipment.mydomain.com/images/stihl/ts700.jpg","https://billsequipment.mydomain.com/stihl.htm","product","YES","1","active","YES","NO","830",""
"YES","90","STIHL shown Engine","STIHL","shown","Engines","TS 760 STIHL Cutquik® cut-off machine | STIHL's most powerful cut-off machine. Designed for cart use and heavy-duty applications which require greater engine power. The EASYSTART® system with decompression valve and 3-stage air filter is standard. Available with either a 14"" or 16"" wheel for deeper cuts. | Note: Model shown with optional STIHL diamond cutting wheel.","images/stihl/ts760.gif","https://billsequipment.mydomain.com/images/stihl/ts760.gif","https://billsequipment.mydomain.com/stihl.htm","product","YES","1","active","YES","NO","840",""
"YES","93","TS 420 STIHL Cutquik® Professional Cut-Off Machine","STIHL","","Engines","The TS 420 STIHL Cutquik® cut-off machine — one of the best we've ever built. Helping you work longer and more comfortably, this cut-off machine comes with a 14"" wheel, delivering a unique blend of performance and efficiency so you get the job done right. With the revolutionary X2 air filtration system , an anti-vibration system and lightweight design, you get low maintenance and more maneuverability. Its advanced engine technology also increases fuel efficiency and reduces emissions. | | NOTE: Abrasive wheel included. Diamond wheel (shown) sold separately.","images/stihl/ts420.jpg","https://billsequipment.mydomain.com/images/stihl/ts420.jpg","https://billsequipment.mydomain.com/stihl.htm","product","YES","1","active","YES","NO","850",""
"YES","93","BH 23 – Features and Benefits","Wacker","","Engines","Driven by a powerful tried and tested electric universal motor with protective insulation for connecting directly to the mains. | A specially designed protective hood, which is made of shock-resistant plastics, ensures excellent cooling of the motor as well as ensuring good noise suppression. | The vibration-damped handles and, in particular, the almost recoilless air-cushioned percussion system, ensure a practically vibration-free operation. | Thanks to the optimum spring mounting of the three operating handles and the complete engine protective hood this machine is suitable for long periods of operation.","images/wacker/bh23.jpg","https://billsequipment.mydomain.com/images/wacker/bh23.jpg","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","860",""
